epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
133,20526.6,1.41109,0.86571,0.95231,0.75375,0.46171,0.50035,0.32345,1.49504,0.97676,0.97736,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
134,20677.1,1.4261,0.86242,0.95466,0.73621,0.46286,0.50505,0.32557,1.50464,0.96785,0.97984,0.0234165,0.0078055,0.0234165,0.0078055,0.0234165,0.0078055,0.0234165,0.0078055
135,20826.4,1.41598,0.85727,0.95335,0.77076,0.4521,0.50225,0.32369,1.4948,0.96454,0.9794,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789
136,20978.5,1.41986,0.87491,0.95501,0.72861,0.45068,0.49292,0.31817,1.50229,0.97464,0.98103,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725
137,21129,1.45629,0.88358,0.94879,0.76263,0.46174,0.5028,0.32763,1.4916,0.95065,0.98047,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
138,21283.6,1.40964,0.84683,0.94976,0.74045,0.46546,0.50446,0.325,1.48783,0.95903,0.97763,0.0232185,0.0077395,0.0232185,0.0077395,0.0232185,0.0077395,0.0232185,0.0077395
139,21437.6,1.43589,0.85984,0.94417,0.76168,0.45923,0.50427,0.32421,1.49465,0.95764,0.97966,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
140,21589.1,1.40995,0.84601,0.94768,0.77743,0.45745,0.50149,0.32243,1.50434,0.95928,0.98066,0.0231195,0.0077065,0.0231195,0.0077065,0.0231195,0.0077065,0.0231195,0.0077065
141,21754.7,1.43225,0.84927,0.94381,0.68262,0.46702,0.50311,0.32545,1.50189,0.95974,0.98125,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
142,21905.3,1.41398,0.85444,0.95219,0.79054,0.45522,0.51325,0.33086,1.49502,0.96994,0.97782,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735
143,22057.1,1.4306,0.85701,0.94011,0.77236,0.45115,0.50397,0.32803,1.4977,0.9669,0.9779,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657
144,22208.5,1.41931,0.85365,0.94773,0.76751,0.45217,0.50538,0.32672,1.49904,0.94741,0.97668,0.0229215,0.0076405,0.0229215,0.0076405,0.0229215,0.0076405,0.0229215,0.0076405
145,22361.5,1.4325,0.85975,0.94489,0.77789,0.44349,0.50431,0.32607,1.49657,0.95647,0.97964,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
146,22513.6,1.41236,0.83609,0.94095,0.75213,0.45823,0.50812,0.33257,1.48166,0.95457,0.97421,0.0228225,0.0076075,0.0228225,0.0076075,0.0228225,0.0076075,0.0228225,0.0076075
147,22664.4,1.37994,0.84392,0.94312,0.76302,0.46537,0.51172,0.33123,1.48451,0.94801,0.97458,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591
148,22815.6,1.42172,0.83944,0.94054,0.77576,0.45445,0.50944,0.3282,1.49686,0.96351,0.97572,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745
149,22969.1,1.40425,0.84087,0.94208,0.79269,0.45741,0.50992,0.3272,1.49821,0.96274,0.97863,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
150,23117,1.39751,0.84848,0.95066,0.7366,0.46624,0.50568,0.33037,1.49614,0.96651,0.97736,0.0226245,0.0075415,0.0226245,0.0075415,0.0226245,0.0075415,0.0226245,0.0075415
151,23267.6,1.37408,0.82681,0.94794,0.77155,0.45373,0.5,0.32507,1.49841,0.9643,0.97944,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
152,23417.3,1.40225,0.83852,0.94269,0.75793,0.46661,0.50607,0.32491,1.49463,0.96639,0.97657,0.0225255,0.0075085,0.0225255,0.0075085,0.0225255,0.0075085,0.0225255,0.0075085
153,23565.8,1.39896,0.85249,0.94555,0.74428,0.4677,0.50241,0.32135,1.49582,0.96152,0.97707,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
154,23718.8,1.43345,0.84826,0.94243,0.75132,0.46282,0.49761,0.32521,1.49483,0.95101,0.97525,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755
155,23876.5,1.40074,0.83552,0.94169,0.75007,0.46327,0.51029,0.32775,1.50452,0.95827,0.97588,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459
156,24027.7,1.42707,0.84107,0.9381,0.75762,0.464,0.51247,0.33039,1.48463,0.964,0.97405,0.0223275,0.0074425,0.0223275,0.0074425,0.0223275,0.0074425,0.0223275,0.0074425
157,24180.9,1.39587,0.82482,0.93878,0.7782,0.46033,0.50922,0.33242,1.48807,0.95296,0.97128,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
158,24333.7,1.39801,0.85111,0.93542,0.68653,0.47416,0.5148,0.33365,1.48682,0.9533,0.97566,0.0222285,0.0074095,0.0222285,0.0074095,0.0222285,0.0074095,0.0222285,0.0074095
159,24486.2,1.40582,0.83515,0.94015,0.75327,0.46984,0.51684,0.33335,1.48172,0.94956,0.97548,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393
160,24642.3,1.39692,0.83219,0.94056,0.76613,0.46872,0.51454,0.32908,1.47732,0.94054,0.97244,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765
161,24792.4,1.43563,0.85424,0.94668,0.78247,0.46168,0.51371,0.33126,1.48921,0.96065,0.97372,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
162,24946,1.4123,0.83501,0.93468,0.75739,0.4634,0.51308,0.33577,1.4841,0.96112,0.97064,0.0220305,0.0073435,0.0220305,0.0073435,0.0220305,0.0073435,0.0220305,0.0073435
163,25097.4,1.38627,0.82617,0.93841,0.77564,0.4514,0.50925,0.33159,1.48367,0.95456,0.9739,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
164,25251.5,1.40855,0.84608,0.94024,0.78215,0.45741,0.51286,0.33447,1.48362,0.95404,0.97178,0.0219315,0.0073105,0.0219315,0.0073105,0.0219315,0.0073105,0.0219315,0.0073105
165,25401.1,1.39787,0.83469,0.94079,0.72958,0.47206,0.50655,0.32996,1.49597,0.95329,0.97684,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
166,25557.7,1.39955,0.83362,0.94021,0.6986,0.46744,0.51112,0.32547,1.48471,0.94999,0.97447,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775
167,25715,1.41364,0.83597,0.93886,0.69341,0.4717,0.51636,0.33514,1.48137,0.94613,0.97455,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261
168,25863.8,1.36468,0.81717,0.93597,0.75901,0.46302,0.5078,0.33176,1.48306,0.94702,0.97577,0.0217335,0.0072445,0.0217335,0.0072445,0.0217335,0.0072445,0.0217335,0.0072445
169,26015.6,1.38539,0.81686,0.9317,0.70078,0.46911,0.51384,0.33074,1.49329,0.95403,0.976,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
170,26165.2,1.37267,0.81568,0.93907,0.76126,0.47809,0.51986,0.33636,1.48138,0.93966,0.97199,0.0216345,0.0072115,0.0216345,0.0072115,0.0216345,0.0072115,0.0216345,0.0072115
171,26316.4,1.39597,0.82894,0.93222,0.80258,0.46461,0.52339,0.33809,1.47743,0.93514,0.9719,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195
172,26474.6,1.39478,0.83074,0.93787,0.74982,0.47541,0.51718,0.33456,1.48737,0.93664,0.97014,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785
173,26624,1.366,0.80339,0.94084,0.75246,0.46644,0.51176,0.33508,1.47941,0.94363,0.97038,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
174,26774.7,1.36462,0.81229,0.93243,0.76095,0.46337,0.50862,0.33002,1.48863,0.94908,0.9721,0.0214365,0.0071455,0.0214365,0.0071455,0.0214365,0.0071455,0.0214365,0.0071455
175,26928.4,1.37166,0.82372,0.93422,0.70578,0.4692,0.51107,0.32875,1.48286,0.94626,0.9721,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
176,27077.8,1.40324,0.83237,0.94106,0.73693,0.46845,0.50607,0.32991,1.47886,0.9435,0.9701,0.0213375,0.0071125,0.0213375,0.0071125,0.0213375,0.0071125,0.0213375,0.0071125
177,27234.2,1.37495,0.80148,0.93135,0.76129,0.47347,0.51451,0.33665,1.47986,0.93042,0.97052,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
178,27386.6,1.39392,0.83008,0.93993,0.77449,0.46654,0.51856,0.33722,1.47512,0.93987,0.9686,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795
179,27538.6,1.35528,0.80938,0.93668,0.69102,0.47286,0.51401,0.33508,1.46905,0.92514,0.96604,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063
180,27693.2,1.3864,0.81758,0.9314,0.77261,0.45728,0.51587,0.33454,1.47166,0.94767,0.96636,0.0211395,0.0070465,0.0211395,0.0070465,0.0211395,0.0070465,0.0211395,0.0070465
181,27847.2,1.39302,0.81985,0.93177,0.75256,0.46835,0.51364,0.33223,1.47806,0.94024,0.9667,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
182,27999.7,1.3913,0.81526,0.93286,0.77073,0.47361,0.51709,0.33486,1.47846,0.93218,0.97044,0.0210405,0.0070135,0.0210405,0.0070135,0.0210405,0.0070135,0.0210405,0.0070135
183,28151.4,1.39305,0.80834,0.93008,0.78938,0.46733,0.52114,0.34079,1.46533,0.92936,0.9664,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997
184,28303.7,1.35848,0.79451,0.92852,0.69334,0.47935,0.52153,0.33812,1.47314,0.93236,0.96853,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805
185,28458.1,1.36758,0.81138,0.93632,0.78141,0.45507,0.50991,0.32972,1.48285,0.93715,0.96864,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
186,28608.1,1.36388,0.79469,0.93135,0.7562,0.47698,0.52127,0.33791,1.47492,0.93118,0.96961,0.0208425,0.0069475,0.0208425,0.0069475,0.0208425,0.0069475,0.0208425,0.0069475
187,28760,1.38688,0.80451,0.9288,0.73489,0.46897,0.52368,0.34008,1.47233,0.93336,0.96683,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
188,28912.1,1.36385,0.79869,0.92789,0.71688,0.47307,0.52393,0.34025,1.46823,0.93802,0.96866,0.0207435,0.0069145,0.0207435,0.0069145,0.0207435,0.0069145,0.0207435,0.0069145
189,29063.1,1.36854,0.79986,0.93009,0.78577,0.47637,0.52433,0.3391,1.46503,0.92297,0.96487,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
190,29212.5,1.36038,0.79669,0.93329,0.79421,0.46256,0.52214,0.33839,1.46752,0.93026,0.96765,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815
191,29363.2,1.36173,0.78734,0.931,0.75511,0.47433,0.51539,0.33517,1.46862,0.9257,0.9685,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
192,29515.4,1.35015,0.78947,0.93467,0.78966,0.46633,0.52071,0.33732,1.46809,0.92747,0.96781,0.0205455,0.0068485,0.0205455,0.0068485,0.0205455,0.0068485,0.0205455,0.0068485
193,29667.4,1.34297,0.80387,0.93123,0.76772,0.4684,0.51888,0.33883,1.46785,0.93068,0.96739,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
194,29821.1,1.38109,0.80675,0.93289,0.68178,0.48149,0.51908,0.33413,1.46282,0.9237,0.968,0.0204465,0.0068155,0.0204465,0.0068155,0.0204465,0.0068155,0.0204465,0.0068155
195,29971,1.37847,0.80674,0.92697,0.76217,0.47234,0.51948,0.3349,1.47092,0.92416,0.97163,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799
196,30123.2,1.38963,0.80351,0.92668,0.75425,0.46876,0.5164,0.33403,1.47847,0.92419,0.97212,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
197,30277.8,1.36499,0.79252,0.92528,0.7596,0.47579,0.52251,0.33897,1.46947,0.91806,0.96667,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
198,30430.5,1.38973,0.81732,0.92944,0.79411,0.46939,0.52479,0.34129,1.46658,0.92126,0.96377,0.0202485,0.0067495,0.0202485,0.0067495,0.0202485,0.0067495,0.0202485,0.0067495
199,30582.1,1.35921,0.79644,0.93281,0.71565,0.46822,0.51762,0.33351,1.47679,0.92955,0.96935,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
200,30733.7,1.35564,0.77956,0.92291,0.77838,0.4697,0.51989,0.33757,1.46668,0.91958,0.96595,0.0201495,0.0067165,0.0201495,0.0067165,0.0201495,0.0067165,0.0201495,0.0067165
201,30886.4,1.33707,0.77399,0.928,0.78128,0.4684,0.52093,0.33842,1.45773,0.92613,0.96499,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
202,31034.5,1.34212,0.78075,0.92573,0.79588,0.46364,0.5217,0.33971,1.46262,0.92897,0.96667,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835
203,31193.1,1.35595,0.78746,0.92963,0.67609,0.47721,0.51518,0.33813,1.46823,0.92991,0.96699,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667
204,31344.5,1.35258,0.78745,0.92061,0.70367,0.47755,0.51674,0.33814,1.46389,0.92012,0.9659,0.0199515,0.0066505,0.0199515,0.0066505,0.0199515,0.0066505,0.0199515,0.0066505
205,31496.8,1.33758,0.77848,0.92425,0.70166,0.47411,0.52072,0.34131,1.46808,0.93067,0.96513,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
206,31651.7,1.32805,0.76542,0.92572,0.7256,0.47107,0.52065,0.33836,1.46012,0.9222,0.96636,0.0198525,0.0066175,0.0198525,0.0066175,0.0198525,0.0066175,0.0198525,0.0066175
207,31805.4,1.35945,0.78241,0.91982,0.71764,0.46888,0.52249,0.3382,1.47564,0.93538,0.96953,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601
208,31957.6,1.35939,0.79496,0.92412,0.78301,0.47407,0.52279,0.33822,1.47042,0.92741,0.97028,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845
209,32111.2,1.37908,0.80666,0.9273,0.76846,0.47149,0.51956,0.33619,1.46668,0.92764,0.96908,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
210,32263.6,1.3651,0.79328,0.92586,0.74638,0.48638,0.52479,0.34089,1.46543,0.92836,0.96633,0.0196545,0.0065515,0.0196545,0.0065515,0.0196545,0.0065515,0.0196545,0.0065515
211,32413.4,1.34287,0.78181,0.9273,0.77812,0.46846,0.5192,0.33677,1.46281,0.92865,0.96385,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
212,32571.3,1.35244,0.78272,0.9239,0.70351,0.48004,0.52081,0.33823,1.46075,0.92145,0.96495,0.0195555,0.0065185,0.0195555,0.0065185,0.0195555,0.0065185,0.0195555,0.0065185
213,32725.6,1.32681,0.76319,0.92088,0.70746,0.47851,0.52587,0.345,1.46667,0.91983,0.9642,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
214,32875.2,1.32734,0.76568,0.9203,0.69249,0.47609,0.5213,0.34365,1.46399,0.91514,0.96847,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855
215,33024.2,1.33447,0.79428,0.91743,0.79388,0.47103,0.5279,0.34293,1.4699,0.90902,0.967,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469
216,33181.9,1.3689,0.79894,0.92371,0.75912,0.4729,0.52155,0.34072,1.47261,0.91987,0.96848,0.0193575,0.0064525,0.0193575,0.0064525,0.0193575,0.0064525,0.0193575,0.0064525
217,33335.5,1.34382,0.78711,0.92585,0.76012,0.47199,0.51937,0.33731,1.46644,0.92488,0.96561,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
218,33486.8,1.34022,0.7762,0.92092,0.75544,0.47453,0.52289,0.34041,1.46186,0.91941,0.96679,0.0192585,0.0064195,0.0192585,0.0064195,0.0192585,0.0064195,0.0192585,0.0064195
219,33638.6,1.33851,0.76759,0.91753,0.76877,0.48028,0.52575,0.34132,1.45593,0.90576,0.9651,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403
220,33787.5,1.3292,0.76658,0.91805,0.78925,0.47325,0.52627,0.34333,1.46257,0.90708,0.96548,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865
221,33937.7,1.34326,0.77853,0.92487,0.72803,0.47624,0.52734,0.34566,1.46146,0.91008,0.96587,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
222,34093.6,1.34149,0.78122,0.91879,0.77038,0.48031,0.52461,0.34133,1.46063,0.91264,0.96618,0.0190605,0.0063535,0.0190605,0.0063535,0.0190605,0.0063535,0.0190605,0.0063535
223,34244.5,1.34526,0.78024,0.92034,0.71479,0.47327,0.52252,0.34117,1.45761,0.91005,0.96498,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
224,34395.1,1.33425,0.76197,0.91874,0.72326,0.46531,0.52041,0.3398,1.45912,0.91602,0.96862,0.0189615,0.0063205,0.0189615,0.0063205,0.0189615,0.0063205,0.0189615,0.0063205
225,34546.6,1.32709,0.75966,0.91789,0.6921,0.47804,0.52267,0.34353,1.45406,0.90995,0.96707,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
226,34698.6,1.3369,0.76697,0.92062,0.76947,0.47555,0.5256,0.34294,1.45737,0.91168,0.96524,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875
227,34853.2,1.34243,0.77592,0.92073,0.78133,0.48115,0.53293,0.34925,1.45299,0.91163,0.96228,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271
228,35003.8,1.32027,0.76245,0.9161,0.71521,0.47154,0.52766,0.34381,1.45829,0.91318,0.96247,0.0187635,0.0062545,0.0187635,0.0062545,0.0187635,0.0062545,0.0187635,0.0062545
229,35153.4,1.3184,0.76209,0.92248,0.71312,0.47297,0.52773,0.3457,1.45461,0.90594,0.96505,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
230,35303.3,1.32812,0.76748,0.91968,0.79095,0.46942,0.52497,0.34442,1.45833,0.90945,0.96329,0.0186645,0.0062215,0.0186645,0.0062215,0.0186645,0.0062215,0.0186645,0.0062215
231,35459.9,1.35007,0.7879,0.92324,0.77019,0.47958,0.52292,0.34149,1.46124,0.91278,0.96321,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
232,35617.1,1.34481,0.77444,0.92016,0.76755,0.48021,0.52517,0.34288,1.45904,0.91376,0.96444,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885
233,35777.3,1.32469,0.76136,0.91534,0.72844,0.47306,0.52744,0.34438,1.46127,0.91352,0.96389,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
234,35926.5,1.31798,0.75691,0.91766,0.70902,0.4763,0.5252,0.34454,1.45733,0.91025,0.96187,0.0184665,0.0061555,0.0184665,0.0061555,0.0184665,0.0061555,0.0184665,0.0061555
235,36074.6,1.34699,0.77811,0.91993,0.72196,0.47322,0.52352,0.34198,1.46408,0.91418,0.96138,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
236,36225.3,1.36485,0.77786,0.91834,0.71256,0.47739,0.52444,0.34433,1.4606,0.92174,0.96348,0.0183675,0.0061225,0.0183675,0.0061225,0.0183675,0.0061225,0.0183675,0.0061225
237,36379.3,1.33389,0.76407,0.91589,0.71985,0.47301,0.52575,0.34528,1.46159,0.91427,0.96249,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
238,36531.5,1.33153,0.76509,0.91197,0.78323,0.47229,0.52473,0.34485,1.46268,0.91663,0.96528,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895
239,36683.9,1.35427,0.77347,0.91597,0.7857,0.4758,0.52812,0.34748,1.45409,0.91276,0.96338,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073
240,36835,1.32961,0.7664,0.91577,0.78585,0.47889,0.52901,0.34743,1.46072,0.91401,0.96792,0.0181695,0.0060565,0.0181695,0.0060565,0.0181695,0.0060565,0.0181695,0.0060565
241,36985.6,1.30933,0.74119,0.91421,0.80269,0.46547,0.52759,0.34753,1.45939,0.92015,0.96535,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
242,37135.9,1.32542,0.75267,0.91701,0.75528,0.48887,0.53147,0.34943,1.45944,0.91017,0.96493,0.0180705,0.0060235,0.0180705,0.0060235,0.0180705,0.0060235,0.0180705,0.0060235
243,37290.1,1.30483,0.75928,0.92176,0.77223,0.47821,0.52608,0.34698,1.46434,0.91791,0.96462,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007
244,37441.6,1.32032,0.74734,0.90851,0.76956,0.47976,0.52554,0.34611,1.46207,0.91549,0.96128,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905
245,37592.8,1.32491,0.75788,0.91146,0.76609,0.47693,0.52421,0.34289,1.46641,0.92242,0.96176,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
246,37748.3,1.3377,0.77363,0.91257,0.7737,0.47177,0.52585,0.34513,1.46584,0.91849,0.96164,0.0178725,0.0059575,0.0178725,0.0059575,0.0178725,0.0059575,0.0178725,0.0059575
247,37901.6,1.3173,0.74776,0.91098,0.79529,0.47047,0.52805,0.34834,1.45469,0.91126,0.95971,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
248,38053.1,1.3405,0.76058,0.91109,0.78683,0.47701,0.52787,0.34627,1.45328,0.9069,0.96025,0.0177735,0.0059245,0.0177735,0.0059245,0.0177735,0.0059245,0.0177735,0.0059245
249,38204.6,1.32032,0.75524,0.91136,0.77703,0.47743,0.52734,0.34567,1.45397,0.90343,0.96231,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
250,38356.3,1.33096,0.75467,0.91314,0.77295,0.4777,0.52435,0.34516,1.4581,0.90416,0.96286,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915
251,38508.5,1.3311,0.75948,0.91261,0.79217,0.47427,0.52742,0.3442,1.45356,0.90268,0.96277,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
252,38657.9,1.3377,0.76125,0.91394,0.77659,0.48034,0.52882,0.34714,1.4584,0.90236,0.96092,0.0175755,0.0058585,0.0175755,0.0058585,0.0175755,0.0058585,0.0175755,0.0058585
253,38809.7,1.33174,0.77631,0.91575,0.72885,0.47251,0.52735,0.34777,1.45651,0.90494,0.96103,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
254,38965.3,1.31576,0.75106,0.91555,0.8055,0.46762,0.53021,0.34974,1.44969,0.89309,0.95765,0.0174765,0.0058255,0.0174765,0.0058255,0.0174765,0.0058255,0.0174765,0.0058255
255,39117.9,1.33287,0.76046,0.9151,0.80063,0.46693,0.53165,0.34933,1.45103,0.90262,0.95893,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809
256,39277.6,1.32159,0.74845,0.90906,0.75991,0.48165,0.52965,0.34691,1.45312,0.90181,0.95958,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
257,39425.9,1.30897,0.75278,0.91092,0.70431,0.48246,0.53304,0.34718,1.45461,0.90374,0.96135,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
258,39576.2,1.33135,0.75667,0.91203,0.70461,0.48004,0.52919,0.34682,1.45128,0.90197,0.96026,0.0172785,0.0057595,0.0172785,0.0057595,0.0172785,0.0057595,0.0172785,0.0057595
259,39729.8,1.32728,0.75155,0.9098,0.71566,0.47396,0.52581,0.34485,1.45663,0.89932,0.96187,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
260,39878.8,1.31647,0.74906,0.91444,0.79345,0.47283,0.52761,0.34621,1.45326,0.89864,0.96105,0.0171795,0.0057265,0.0171795,0.0057265,0.0171795,0.0057265,0.0171795,0.0057265
261,40030.1,1.32425,0.75545,0.90992,0.79686,0.4754,0.53345,0.34977,1.44964,0.89328,0.95687,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
262,40180.9,1.31084,0.73907,0.90852,0.72812,0.47566,0.53025,0.34758,1.45136,0.90135,0.95838,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935
263,40334.2,1.29517,0.73486,0.90925,0.71416,0.4773,0.5329,0.34908,1.44809,0.8943,0.95891,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677
264,40487.7,1.30153,0.73626,0.90962,0.73138,0.47663,0.53231,0.34722,1.45451,0.89918,0.96111,0.0169815,0.0056605,0.0169815,0.0056605,0.0169815,0.0056605,0.0169815,0.0056605
265,40638.6,1.31766,0.74295,0.90615,0.72526,0.47363,0.52962,0.3449,1.44596,0.89941,0.9589,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
266,40788,1.31306,0.73751,0.90895,0.7187,0.47694,0.53194,0.34614,1.44857,0.89091,0.9585,0.0168825,0.0056275,0.0168825,0.0056275,0.0168825,0.0056275,0.0168825,0.0056275
267,40937.9,1.30592,0.74232,0.91569,0.73423,0.47457,0.52933,0.34621,1.45066,0.88954,0.96059,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
268,41089,1.30332,0.74367,0.91234,0.71133,0.476,0.52608,0.34459,1.45144,0.89818,0.96077,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945
269,41238.3,1.31601,0.74648,0.915,0.71667,0.47767,0.52526,0.34487,1.44967,0.8957,0.96001,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
