epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,163.287,3.20109,2.97309,0.81094,0.59509,0.4169,0.38134,0.11085,2.9112,1.51104,0.78714,0.00199576,0.00199576,0.0820381
2,289.806,3.11829,1.64008,0.78741,0.50997,0.38373,0.30038,0.08707,3.12172,1.63995,0.79703,0.00399561,0.00399561,0.064038
3,422.457,3.1315,1.57652,0.78778,0.63401,0.45915,0.42789,0.13125,2.83994,1.45022,0.77492,0.00599483,0.00599483,0.0460372
4,552.632,3.15547,1.56486,0.78283,0.52674,0.3757,0.34242,0.10311,3.00603,1.81692,0.79809,0.00799295,0.00799295,0.0280353
5,682.184,3.16656,1.55345,0.79203,0.62982,0.43052,0.43249,0.13222,2.9203,1.42489,0.79028,0.00998951,0.00998951,0.0100319
6,813.62,3.13402,1.54548,0.78433,0.66273,0.47683,0.48012,0.14634,2.83506,1.31027,0.77562,0.00999023,0.00999023,0.00999023
7,946.525,3.05036,1.43327,0.78814,0.70751,0.49197,0.5008,0.1635,2.76863,1.37072,0.78947,0.00998594,0.00998594,0.00998594
8,1074.9,2.98767,1.3718,0.78634,0.70195,0.47346,0.46407,0.14182,2.9136,1.26218,0.78569,0.00998086,0.00998086,0.00998086
9,1206.49,2.9127,1.26546,0.78172,0.75327,0.5199,0.54787,0.18174,2.76167,1.18341,0.77371,0.00997501,0.00997501,0.00997501
10,1339.62,2.88198,1.21806,0.77081,0.73887,0.49127,0.51394,0.17329,2.81012,1.20492,0.7834,0.00996838,0.00996838,0.00996838
11,1470.8,2.86105,1.20921,0.76759,0.7469,0.53142,0.54222,0.184,2.67835,1.13666,0.77204,0.00996097,0.00996097,0.00996097
12,1600.55,2.81909,1.16598,0.77193,0.76035,0.51676,0.53167,0.17969,2.74062,1.06776,0.77232,0.00995278,0.00995278,0.00995278
13,1732.23,2.8181,1.13714,0.76313,0.78006,0.56739,0.59047,0.20364,2.66284,1.05513,0.7659,0.00994383,0.00994383,0.00994383
14,1861.35,2.77364,1.11718,0.76681,0.78071,0.58547,0.61137,0.21062,2.62791,0.98831,0.76431,0.0099341,0.0099341,0.0099341
15,1991.41,2.77303,1.10206,0.7614,0.77073,0.57162,0.60357,0.21835,2.58537,1.00864,0.76437,0.00992359,0.00992359,0.00992359
16,2121.73,2.74383,1.09204,0.75425,0.8038,0.5838,0.62183,0.22203,2.57171,0.98479,0.76295,0.00991232,0.00991232,0.00991232
17,2252.27,2.72654,1.06981,0.75488,0.79008,0.59926,0.62671,0.22989,2.5365,1.00075,0.76642,0.00990028,0.00990028,0.00990028
18,2383.16,2.6938,1.06498,0.7579,0.79607,0.58659,0.60819,0.22055,2.56992,1.00771,0.76155,0.00988748,0.00988748,0.00988748
19,2513.69,2.71359,1.06441,0.75513,0.8018,0.59889,0.62846,0.22864,2.57919,0.98095,0.75667,0.00987391,0.00987391,0.00987391
20,2644.32,2.69906,1.0487,0.75361,0.80874,0.60719,0.63307,0.23357,2.53506,0.97778,0.75822,0.00985958,0.00985958,0.00985958
21,2773.06,2.67201,1.0384,0.75435,0.79956,0.60335,0.63805,0.23816,2.52753,0.94362,0.76182,0.00984449,0.00984449,0.00984449
22,2902.44,2.67101,1.03635,0.7592,0.81757,0.62437,0.65466,0.25223,2.45862,0.93618,0.75579,0.00982864,0.00982864,0.00982864
23,3033.08,2.64009,1.01979,0.76301,0.81635,0.61307,0.64599,0.24283,2.48143,0.92968,0.75487,0.00981204,0.00981204,0.00981204
24,3162.76,2.64786,1.03253,0.75658,0.81574,0.61732,0.6595,0.25095,2.46741,0.92039,0.758,0.00979468,0.00979468,0.00979468
25,3293.61,2.65493,1.01212,0.75079,0.83077,0.61976,0.65731,0.24968,2.45808,0.90497,0.75048,0.00977658,0.00977658,0.00977658
26,3424.54,2.66047,1.01858,0.74787,0.81426,0.62954,0.67068,0.26079,2.45414,0.90626,0.75352,0.00975773,0.00975773,0.00975773
27,3555.35,2.64322,1.01525,0.7481,0.82266,0.62779,0.66302,0.25437,2.46199,0.91155,0.75361,0.00973814,0.00973814,0.00973814
28,3684.27,2.6198,0.99616,0.74847,0.82945,0.63408,0.66938,0.26457,2.40084,0.90543,0.75042,0.0097178,0.0097178,0.0097178
29,3813.52,2.5861,0.98742,0.75057,0.82992,0.64061,0.67488,0.2659,2.40712,0.89677,0.75252,0.00969673,0.00969673,0.00969673
30,3944.19,2.61446,0.99127,0.74525,0.83393,0.63645,0.67616,0.26972,2.41253,0.89863,0.74905,0.00967493,0.00967493,0.00967493
31,4075.15,2.59659,0.99049,0.74133,0.82194,0.65398,0.68996,0.27616,2.39788,0.89843,0.74642,0.00965239,0.00965239,0.00965239
32,4205.73,2.5778,0.9954,0.75306,0.82401,0.64903,0.68445,0.26873,2.40252,0.90596,0.74768,0.00962913,0.00962913,0.00962913
